"age","hgrd","hgrdmissdum","educ_geddiploma","educ_hsdiploma","marstat_divorced","marstat_separated","marstat_livetogunm","marstat_married","haschldY0","mwearn","peopleathome","peopleathomemissdum","nonres","g2","g5","g7","h1_fair_poor","h2","h10","h10missdum","h25","h25missdum","h29","h5","h5missdum","h7","h7missdum","i1","i10"
22,10,0,0,0,0,0,0,0,1,0,0,1,0,1,0,1,0,0,0,1,0,1,0,1,0,0,1,0,0
17,10,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,1,0,1,0,1,0
17,9,0,0,0,0,0,0,0,0,400,0,1,0,0,0,0,0,0,0,1,0,1,0,1,0,5,0,1,0
19,11,0,0,0,0,0,0,0,0,90,0,1,0,0,0,1,0,1,3,0,4,0,0,1,0,4,0,1,0
24,12,0,0,4,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,1,5,0,0,0
23,10,0,3,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,1,0,1,0,3,0,0,0
17,12,0,0,4,0,0,0,0,0,0,0,1,0,0,0,0,0,0,5,0,0,1,0,5,0,4,0,0,0
18,9,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,1,0,0,1,0,1,1,0
19,10,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,1,0,1,0,0
17,9,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,1,0,1,0,0,1,0,0
17,9,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,1,0,1,0,0
19,10,0,0,0,0,0,1,0,0,0,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,0,1,1,1
17,10,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,1,0,0,1,0,0
17,10,0,0,0,0,0,1,0,1,0,0,1,0,0,0,1,0,0,0,1,0,1,0,0,1,0,1,0,0
19,9,0,3,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,1,0,1,0,0,1,0,0
19,10,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,1,0,0,1,0,1,0,0
22,12,0,0,4,0,0,0,1,1,0,2,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,1,0,0
18,10,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,1,0,1,0,0
18,9,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,1,0,1,0,0
18,9,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,1,0,1,0,1,0,0,1,0,0
19,11,0,3,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,1,5,0,0,0
19,12,0,0,4,0,0,0,0,0,200,0,1,0,0,0,0,0,1,0,1,0,1,0,1,0,0,1,1,0
17,9,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,5,0,0,1,0,1,0,5,0,0,0
22,9,0,0,0,0,0,0,0,1,0,0,1,0,1,0,1,0,0,0,1,0,1,0,0,1,0,1,0,0
18,9,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,4,0,5,0,0,0
17,8,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,1,0,4,0,1,0
22,7,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,1,0,4,0,0,0
19,12,0,0,4,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,1,0,1,0,0
18,10,0,3,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,1,0,4,0,1,0
20,12,0,0,4,0,0,0,0,1,0,0,1,0,1,0,1,0,0,0,1,0,1,0,0,1,0,1,0,0
18,10,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,1,0,4,0,0,0
17,8,0,0,0,0,0,0,0,0,269,0,1,0,1,0,1,0,0,5,0,0,1,0,1,0,0,1,1,0
21,9,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,1,0,1,0,0,1,1,0
19,8,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,1,0,1,0,0,1,0,0
19,11,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,5,0,5,0,0,1,0,5,0,1,0
17,9,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,1,0,1,0,1,0,0,1,0,0
19,10,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,1,0,1,0,1,0,5,0,1,1
22,10,0,3,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,1,0,5,0,0,0
22,12,0,0,4,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,1,0,0,1,0,1,0,0
19,10,0,3,0,0,0,0,1,1,0,2,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,1,0,0
22,12,0,0,4,0,1,0,0,1,0,0,1,0,0,0,1,1,0,0,1,0,1,0,1,0,1,0,0,0
18,10,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,1,0,1,1,0
22,12,0,0,4,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,1,0,1,0,0
20,11,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,2,0,3,0,0,0
18,9,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,1,0,1,0,1,0
22,14,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,1,0,0,1,0,1,0,0
22,10,0,0,0,0,0,0,0,1,100,0,1,0,1,0,1,1,1,3,0,0,1,0,1,0,5,0,1,0
18,12,0,0,4,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,1,0,0,1,0,1,1,0
21,10,0,3,0,0,1,0,0,1,0,0,1,0,1,0,1,0,0,0,1,0,1,0,0,1,0,1,0,0
21,12,0,0,4,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,1,0,1,0,0,1,0,0
19,11,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,1,0,5,0,1,0
17,9,0,3,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,3,0,0,1,0,0,1,0,1,0,0
19,9,0,3,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,1,0,4,0,1,0
22,11,0,0,0,0,0,0,0,1,0,0,1,0,1,0,1,0,1,0,1,0,1,0,4,0,5,0,0,0
20,13,0,0,4,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,1,0,0,1,0,1,0,0
17,9,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,1,0,1,0,1,0,0,1,0,0
17,10,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,1,0,4,0,0,1,1,0
18,10,0,3,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,1,0,1,0,0
18,10,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,1,4,0,0,0
19,12,0,0,4,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,1,0,0,1,0,0
23,13,0,0,4,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,1,4,0,0,0
19,8,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,1,0,5,0,1,0
18,11,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,1,0,1,0,0
20,11,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,1,0,0,1,1,0
22,12,0,0,4,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,1,0,1,0,0
18,13,0,0,4,0,0,0,0,0,100,0,1,0,0,0,0,0,0,0,1,0,1,0,0,1,0,1,0,0
19,10,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,1,0,1,0,0,1,0,0
20,12,0,3,4,0,0,0,0,0,215,0,1,0,0,0,0,0,0,0,1,0,1,0,0,1,0,1,0,0
20,10,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,1,0,1,0,1,0,0,1,0,1,0,0
20,11,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,1,0,0,1,1,0
20,10,0,0,0,0,0,0,0,0,398,0,1,0,0,0,0,0,0,0,1,0,1,0,0,1,0,1,0,0
18,11,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,1,0,1,0,0,1,1,0
17,9,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,1,1,1,0,3,0,0,0
17,10,0,3,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,5,0,0,1,1,0
24,11,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,4,0,0,1,1,0
17,10,0,3,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,1,0,1,0,0
18,11,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,1,0,1,0,0
18,10,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,1,0,3,0,0,1,1,0
17,9,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,1,0,1,0,0
25,11,0,3,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,1,0,1,0,0,1,0,0
21,10,0,0,0,0,0,0,0,1,0,0,1,0,1,0,1,0,0,0,1,0,1,0,1,0,0,1,0,0
19,12,0,3,4,0,0,0,0,0,1000,0,1,0,0,0,0,0,0,0,1,0,1,0,0,1,0,1,0,0
18,11,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,1,0,1,0,0
18,10,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,1,0,1,0,0
17,10,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,1,0,0,1,0,1,0,0
22,12,0,0,4,0,0,0,0,0,330,0,1,0,0,0,0,0,0,1,0,0,1,0,1,0,1,0,1,0
18,9,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,3,0,0,1,0,0
18,12,0,0,4,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,1,0,1,0,1,0,5,0,0,0
18,12,0,0,4,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,1,0,1,0,1,0,0,1,1,0
22,8,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,1,0,5,0,0,0
23,12,0,0,4,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,4,0,5,0,0,0
20,12,0,0,4,0,0,0,0,0,0,0,1,0,0,0,0,0,0,5,0,0,1,0,1,0,3,0,0,0
17,10,0,3,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,1,5,0,0,0
17,9,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,1,5,0,0,0
20,10,0,3,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,1,0,0,1,5,0,0,0
17,10,0,3,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,4,0,0,1,1,0
21,11,0,3,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,1,0,1,0,0
20,11,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,3,0,0,1,0,3,0,5,0,1,1
18,11,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,1,0,1,0,0
17,11,0,0,0,0,0,0,0,0,323,0,1,0,0,0,0,0,0,0,1,0,1,0,0,1,5,0,0,0
17,11,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,1,0,1,0,5,0,1,0
19,11,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,1,5,0,0,0
20,12,0,0,4,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,3,0,0,1,0,0
20,12,0,0,4,0,0,1,0,0,122,0,1,0,0,0,1,0,1,0,1,0,1,0,1,0,4,0,0,0
21,11,0,3,0,0,1,0,0,0,0,0,1,0,0,0,1,1,1,0,1,0,1,0,1,0,5,0,1,2
19,11,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,1,0,5,0,4,0,0,0
21,12,0,0,4,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,1,4,0,0,0
20,12,0,0,4,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,1,0,0,1,0,0
19,10,0,0,0,0,0,0,0,0,150,0,1,0,0,0,0,0,0,0,1,0,1,0,4,0,0,1,0,0
18,8,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,1,0,1,0,0
22,12,0,0,4,0,0,0,0,0,200,0,1,0,0,0,0,1,0,0,1,0,1,0,1,0,0,1,0,0
20,11,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,3,0,5,0,0,0
19,10,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,1,0,1,0,0
18,11,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,1,0,0,1,1,0
24,11,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,2,0,0,1,0,0
23,11,0,3,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,1,0,1,0,2,0,5,0,0,0
24,10,0,3,0,0,0,0,1,1,100,1,0,0,0,0,0,0,0,0,1,0,1,0,1,0,5,0,0,0
22,10,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,1,0,1,0,0,1,0,0
19,10,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,1,0,0,1,1,0
21,12,0,0,4,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,1,0,0,1,0,1,0,0
17,9,0,0,0,0,0,0,0,0,850,0,1,0,0,0,0,0,0,0,1,0,1,0,1,0,5,0,1,0
20,10,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,1,0,3,0,5,0,0,0
19,11,0,0,4,0,0,0,0,0,250,0,1,0,0,0,0,0,0,0,1,0,1,0,0,1,0,1,0,0
21,6,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,5,0,5,0,0,0
21,12,0,0,4,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,1,0,4,0,0,0
17,10,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,1,0,1,0,1,0,0,1,0,0
17,7,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,1,0,1,0,0
21,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,1,0,1,0,0
19,10,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,1,0,1,0,0,1,1,1
19,11,0,3,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,1,0,0,1,0,0
17,10,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,3,0,0,1,0,0
17,10,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,1,0,0,1,0,0
25,12,0,0,0,0,0,0,0,1,0,0,1,0,1,0,1,0,0,0,1,0,1,0,0,1,0,1,0,0
19,7,0,0,0,0,0,0,0,1,0,0,1,0,1,0,1,0,0,0,1,0,1,0,0,1,0,1,0,0
22,12,0,0,4,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,1,0,1,1,0
18,11,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,1,5,0,0,0
19,11,0,0,0,0,0,1,0,1,0,0,1,0,0,1,1,0,0,0,1,0,1,0,1,0,0,1,1,0
21,11,0,3,0,0,0,0,0,1,0,0,1,0,0,0,1,1,0,0,1,0,1,0,1,0,4,0,0,0
18,11,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,1,0,0,1,0,0
21,13,0,0,4,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,1,5,0,0,0
20,12,0,0,4,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,1,0,0,1,0,1,0,0
25,11,0,0,0,0,0,0,0,1,0,0,1,0,1,0,1,1,0,0,1,0,1,0,0,1,0,1,0,0
19,12,0,0,4,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,1,0,1,0,0
20,8,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,1,0,1,0,0,1,0,1,0,0
18,10,0,0,0,0,0,0,0,0,50,0,1,0,0,0,0,0,0,4,0,0,1,0,1,0,4,0,0,0
18,11,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,1,0,0,1,0,1,0,0
18,12,0,3,0,0,0,0,0,1,0,0,1,0,0,0,0,1,1,0,1,0,1,0,0,1,5,0,1,0
17,8,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,1,0,1,0,0
24,11,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,1,0,0,1,0,1,0,0
23,12,0,0,4,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,1,0,1,0,0
17,9,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,1,0,1,0,0
20,11,0,3,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,1,0,1,0,0,1,1,1
23,14,0,0,4,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,1,0,1,0,5,0,0,0
18,10,0,3,0,0,0,0,0,1,350,0,1,0,0,0,0,0,0,1,0,0,1,0,3,0,1,0,0,0
20,11,0,3,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,1,0,1,0,0,1,0,1,0,0
17,9,0,0,0,0,0,0,0,0,130,0,1,0,0,0,0,0,0,0,1,0,1,0,0,1,0,1,0,0
18,11,0,3,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,1,0,0,1,0,0
19,12,0,3,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,3,0,0,1,0,1,0,0,1,0,0
22,13,0,0,4,0,0,0,1,1,400,3,0,0,0,0,1,0,0,0,1,0,1,0,0,1,0,1,0,0
17,8,0,3,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,1,0,0,1,1,0
22,12,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,1,0,0,1,1,2
18,11,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,1,0,0,1,0,0
21,14,0,0,4,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,2,0,0,1,0,0
18,10,0,3,0,0,0,0,1,1,0,1,0,0,0,0,1,0,0,0,1,0,1,0,0,1,0,1,0,0
17,9,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,1,0,1,0,5,0,0,1,0,0
18,11,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,1,0,0,1,0,0
17,10,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,1,0,1,1,0
19,12,0,0,4,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,1,0,5,0,0,0
24,12,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,1,0,1,0,0,1,0,0
18,9,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,1,0,0,1,0,1,0,0
19,9,0,0,0,0,0,0,0,1,0,0,1,0,1,0,1,0,0,0,1,0,1,0,0,1,0,1,1,0
17,8,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,1,0,0,1,0,1,0,0
20,11,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,1,0,1,0,0
23,12,0,0,4,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,1,0,1,0,1,0,0,1,0,0
21,11,0,3,0,0,0,1,0,1,200,0,1,0,0,0,1,0,0,0,1,0,1,0,1,0,0,1,0,0
18,10,0,3,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,1,5,0,0,0
17,10,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,1,0,0,1,0,1,1,0
17,8,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,1,0,5,0,1,0
20,13,0,0,4,0,0,0,0,1,900,0,1,0,1,0,0,0,0,0,1,5,0,0,1,0,4,0,0,0
18,9,0,3,0,0,0,0,0,0,50,0,1,0,0,0,0,0,0,0,1,0,1,0,1,0,0,1,0,0
20,12,0,0,4,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,1,0,0,1,0,0
19,13,0,3,4,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,1,0,1,1,0
17,11,0,3,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,1,0,1,1,0
19,10,0,0,0,0,0,0,0,1,0,0,1,0,1,0,1,0,0,0,1,0,1,0,0,1,0,1,0,0
19,11,0,3,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,1,0,1,0,0,1,1,0
23,12,0,0,4,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,1,5,0,0,0
25,12,0,3,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,1,5,0,0,0
17,8,0,3,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,1,0,1,0,0
19,9,0,3,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,1,0,1,0,0
24,13,0,3,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,1,0,1,0,0,1,0,1,0,0
21,13,0,0,4,0,0,1,0,0,0,0,1,0,0,0,0,1,1,0,1,0,1,0,0,1,5,0,0,0
23,12,0,0,4,0,0,0,0,1,0,0,1,0,1,0,1,0,0,0,1,0,1,0,0,1,5,0,0,0
18,8,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,1,0,1,0,0
17,9,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,1,0,1,1,0
20,11,0,3,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,1,0,0,1,0,1,0,0
20,11,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,1,0,1,0,0
17,9,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,1,0,0,1,0,0
23,12,0,0,4,0,0,0,0,0,900,0,1,0,0,0,0,0,0,0,1,0,1,0,0,1,0,1,0,0
25,12,0,0,4,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,1,0,1,0,0,1,0,1,1,0
25,12,0,3,4,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,1,0,1,0,0
17,10,0,3,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,1,0,1,0,0
17,10,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,1,0,1,0,0
21,11,0,3,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,1,0,1,0,0,1,1,0
17,9,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,3,0,0,1,0,0
20,11,0,3,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,1,0,1,0,0
19,9,0,3,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,1,0,0,1,0,1,1,0
20,9,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,1,0,0,1,0,1,0,0
19,10,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,1,0,0,1,0,1,0,0
23,13,0,3,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,1,0,1,0,4,0,0,0
21,9,0,0,0,0,0,0,1,1,0,2,0,0,0,0,1,0,0,0,1,0,1,0,0,1,5,0,0,0
18,10,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,1,0,1,0,2,0,0,1,0,0
20,11,0,3,0,0,0,0,0,0,60,0,1,0,0,0,0,0,0,0,1,0,1,0,1,0,5,0,0,0
19,9,0,0,0,0,0,1,0,0,0,0,1,0,1,0,1,1,1,0,1,0,1,0,1,0,5,0,0,0
25,10,0,3,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,4,0,4,0,1,0
18,10,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,1,0,0,1,0,0
21,12,0,0,0,0,0,0,0,0,176,0,1,0,0,0,1,0,0,0,1,0,1,0,5,0,5,0,0,0
17,9,0,0,0,0,0,0,0,0,200,0,1,0,0,0,0,0,0,0,1,0,1,0,1,0,0,1,1,0
20,12,0,0,4,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,1,0,1,0,0
17,10,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,1,0,1,0,0,1,0,1,0,0
18,11,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,1,0,0,1,0,0
17,10,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,1,0,0,1,0,1,1,0
17,10,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,1,0,1,0,0,1,0,0
18,10,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,1,0,0,1,0,1,0,0
18,10,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,1,0,1,0,0,1,4,0,1,0
19,10,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,1,0,1,0,0,1,5,0,0,0
19,10,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,1,0,0,1,0,1,0,1,0,4,0,1,0
18,12,0,0,4,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,1,0,1,0,0
21,12,0,0,4,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,1,5,0,0,0
17,8,0,0,0,0,0,0,1,1,0,2,0,0,0,0,1,0,0,0,1,0,1,0,0,1,0,1,0,0
17,9,0,3,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,3,0,0,1,1,0
